Day,Time,Website,Hop No,IP,Time1,Time2,Time3
13 Apr,06:00:02,www.bijt.net,6,146.97.141.116,4.836,4.512,4.415
13 Apr,06:00:02,www.bijt.net,7,146.97.38.49,4.527,4.888,4.815
13 Apr,06:00:02,www.bijt.net,8,146.97.33.61,5.013,5.318,5.240
13 Apr,06:00:02,www.bijt.net,9,146.97.35.194,5.174,4.830,4.686
13 Apr,06:00:02,www.bijt.net,10,212.187.216.237,4.887,4.911,5.308
13 Apr,06:00:02,www.bijt.net,14,154.54.75.150,5.997,5.729,5.861
13 Apr,06:00:02,www.bijt.net,15,154.54.167.29,75.833,80.222,79.889
13 Apr,06:00:02,www.bijt.net,16,154.54.169.222,83.477,82.359,82.104
13 Apr,06:00:02,www.bijt.net,17,154.54.169.185,87.141,87.119,87.086
13 Apr,06:00:02,www.bijt.net,18,154.54.6.221,93.233,88.754,93.128
13 Apr,06:00:02,www.bijt.net,19,154.54.165.133,100.246,100.181,100.101
13 Apr,06:00:02,www.bijt.net,20,154.54.31.93,111.159,115.524,115.828
13 Apr,06:00:02,www.bijt.net,21,154.54.165.30,137.349,137.390,137.378
13 Apr,06:00:02,www.bijt.net,22,154.54.166.58,132.452,132.260,132.646
13 Apr,06:00:02,www.bijt.net,23,154.54.44.86,142.602,143.726,139.218
13 Apr,06:00:02,www.bijt.net,24,154.54.27.118,142.563,138.420,138.386
13 Apr,06:00:02,www.bijt.net,25,154.54.86.41,140.248,135.733,140.344
13 Apr,06:00:02,www.bijt.net,26,38.104.84.15,146.367,146.548,146.379
13 Apr,06:00:02,www.bijt.net,27,104.171.226.68,146.556,146.379,146.440
13 Apr,06:00:02,www.bijt.net,28,172.80.0.167,145.801,145.880,145.868
13 Apr,06:00:02,www.ntua.gr,1,192.168.25.1,0.640,0.584,0.536
13 Apr,06:00:02,www.ntua.gr,2,139.222.0.1,4.043,10.015,6.839
13 Apr,06:00:02,www.ntua.gr,3,10.0.0.1,10.594,7.212,3.925
13 Apr,06:00:02,www.ntua.gr,4,193.62.92.125,1.294,1.226,1.165
13 Apr,06:00:02,www.ntua.gr,5,10.11.1.0,1.440,1.396,1.414
13 Apr,06:00:02,www.ntua.gr,6,146.97.141.116,4.152,4.562,4.499
13 Apr,06:00:02,www.ntua.gr,7,146.97.38.49,26.970,25.802,25.735
13 Apr,06:00:02,www.ntua.gr,8,146.97.33.5,4.956,5.088,5.045
13 Apr,06:00:02,www.ntua.gr,14,62.40.124.43,50.456,50.587,68.420
13 Apr,06:00:02,www.ntua.gr,15,62.217.100.72,60.140,60.232,60.191
13 Apr,06:00:02,www.ntua.gr,16,62.217.96.169,65.971,61.517,61.358
13 Apr,06:00:02,www.harenet.ad.jp,1,192.168.25.1,0.475,0.418,0.351
13 Apr,06:00:02,www.harenet.ad.jp,2,139.222.0.1,7.110,4.111,10.209
13 Apr,06:00:02,www.harenet.ad.jp,3,10.0.0.1,4.073,7.006,10.052
13 Apr,06:00:02,www.harenet.ad.jp,4,193.62.92.125,1.487,1.429,1.366
13 Apr,06:00:02,www.harenet.ad.jp,5,10.11.1.0,1.521,1.608,1.551
13 Apr,06:00:02,www.harenet.ad.jp,6,146.97.141.116,4.327,4.729,4.656
13 Apr,06:00:02,www.harenet.ad.jp,7,146.97.38.49,4.766,4.664,4.548
13 Apr,06:00:02,www.harenet.ad.jp,8,146.97.33.61,4.599,5.058,4.989
13 Apr,06:00:02,www.harenet.ad.jp,9,146.97.35.194,4.833,4.614,4.718
13 Apr,06:00:02,www.harenet.ad.jp,11,62.115.142.244,8.353,7.549,7.489
13 Apr,06:00:02,www.harenet.ad.jp,12,62.115.138.216,4.924,4.824,4.901
13 Apr,06:00:02,www.harenet.ad.jp,13,62.115.135.25,12.585,11.576,12.466
13 Apr,06:00:02,www.harenet.ad.jp,14,62.115.124.55,21.652,21.774,40.741
13 Apr,06:00:02,www.harenet.ad.jp,15,62.115.140.55,160.477,240.358,161.478
13 Apr,06:00:02,www.harenet.ad.jp,16,62.115.142.37,226.481,323.695,157.354
13 Apr,06:00:02,www.harenet.ad.jp,17,62.115.140.25,224.509,159.437,235.927
13 Apr,06:00:02,www.harenet.ad.jp,18,213.248.82.234,236.967,243.451,237.440
13 Apr,06:00:02,www.harenet.ad.jp,20,62.115.140.25,224.430,226.204,244.126
13 Apr,06:00:02,www.harenet.ad.jp,21,103.14.13.3,246.559,243.107,248.968
13 Apr,13:00:01,www.washington.edu,1,192.168.25.1,0.780,0.749,0.726
13 Apr,13:00:01,www.washington.edu,2,139.222.0.1,9.205,4.391,12.048
13 Apr,13:00:01,www.washington.edu,3,10.0.0.1,4.348,7.167,11.905
13 Apr,13:00:01,www.washington.edu,4,193.62.92.125,1.646,1.624,1.602
13 Apr,13:00:01,www.washington.edu,5,10.11.1.0,1.626,1.598,1.545
13 Apr,13:00:01,www.washington.edu,6,146.97.141.116,4.559,4.310,4.265
13 Apr,13:00:01,www.washington.edu,7,146.97.38.49,4.568,4.582,4.548
13 Apr,13:00:01,www.washington.edu,8,146.97.33.5,5.062,5.261,5.240
13 Apr,13:00:01,www.washington.edu,11,62.40.125.18,77.360,78.395,78.346
13 Apr,13:00:01,www.washington.edu,12,163.253.1.116,146.919,146.653,146.614
13 Apr,13:00:01,www.washington.edu,13,163.253.1.3,147.554,147.739,148.878
13 Apr,13:00:01,www.washington.edu,14,163.253.1.139,147.349,145.881,147.275
13 Apr,13:00:01,www.washington.edu,15,163.253.2.17,146.462,147.442,147.397
13 Apr,13:00:01,www.washington.edu,16,163.253.2.74,147.789,146.903,146.909
13 Apr,13:00:01,www.washington.edu,17,163.253.1.245,147.960,148.539,148.341
13 Apr,13:00:01,www.washington.edu,18,163.253.1.242,146.126,147.232,146.349
13 Apr,13:00:01,www.washington.edu,19,163.253.1.171,146.198,147.893,147.866
13 Apr,13:00:01,www.washington.edu,20,163.253.1.157,147.263,147.672,147.642
13 Apr,13:00:01,www.washington.edu,21,64.57.28.54,145.264,144.992,146.039
13 Apr,13:00:01,www.washington.edu,25,128.95.0.66,146.561,152.025,146.180
13 Apr,13:00:01,www.bijt.net,1,192.168.25.1,0.773,0.688,0.619
13 Apr,13:00:01,www.bijt.net,2,139.222.0.1,7.615,4.606,10.250
13 Apr,13:00:01,www.bijt.net,3,10.0.0.1,4.460,8.820,11.674
13 Apr,13:00:01,www.bijt.net,4,193.62.92.125,1.488,1.417,1.305
13 Apr,13:00:01,www.bijt.net,5,10.11.1.0,2.008,1.943,1.857
13 Apr,13:00:01,www.bijt.net,6,146.97.141.116,4.635,5.016,4.920
13 Apr,13:00:01,www.bijt.net,7,146.97.38.49,5.057,4.943,4.869
13 Apr,13:00:01,www.bijt.net,8,146.97.33.61,5.413,4.681,5.215
13 Apr,13:00:01,www.bijt.net,9,146.97.35.194,4.655,4.528,4.455
13 Apr,13:00:01,www.bijt.net,10,212.187.216.237,4.789,4.969,4.890
13 Apr,13:00:01,www.bijt.net,14,154.54.75.150,5.737,5.717,5.836
13 Apr,13:00:01,www.bijt.net,15,154.54.167.29,79.855,79.955,79.905
13 Apr,13:00:01,www.bijt.net,16,154.54.169.222,78.994,83.671,82.336
13 Apr,13:00:01,www.bijt.net,17,154.54.169.197,87.035,87.136,83.040
13 Apr,13:00:01,www.bijt.net,18,154.54.6.221,93.455,93.408,93.494
13 Apr,13:00:01,www.bijt.net,19,154.54.166.73,104.714,104.596,104.578
13 Apr,13:00:01,www.bijt.net,20,154.54.7.233,116.300,152.846,152.115
13 Apr,13:00:01,www.bijt.net,21,154.54.165.30,137.606,137.435,138.172
13 Apr,13:00:01,www.bijt.net,22,154.54.166.58,132.985,136.858,136.727
13 Apr,13:00:01,www.bijt.net,23,154.54.45.162,143.589,143.187,143.816
13 Apr,13:00:01,www.bijt.net,24,154.54.27.118,138.370,138.420,142.963
13 Apr,13:00:01,www.bijt.net,25,154.54.86.41,135.949,135.958,135.929
13 Apr,13:00:01,www.bijt.net,26,38.104.84.15,146.215,142.015,159.950
13 Apr,13:00:01,www.bijt.net,27,104.171.226.68,146.333,142.204,146.556
13 Apr,13:00:01,www.bijt.net,28,172.80.0.167,146.792,145.992,145.991
13 Apr,13:00:01,www.ntua.gr,1,192.168.25.1,0.853,0.795,0.731
13 Apr,13:00:01,www.ntua.gr,2,139.222.0.1,4.376,7.205,10.191
13 Apr,13:00:01,www.ntua.gr,3,10.0.0.1,4.224,7.599,10.587
13 Apr,13:00:01,www.ntua.gr,4,193.62.92.125,1.296,1.364,1.190
13 Apr,13:00:01,www.ntua.gr,5,10.11.1.0,1.385,1.330,1.549
13 Apr,13:00:01,www.ntua.gr,6,146.97.141.116,4.368,4.622,4.566
13 Apr,13:00:01,www.ntua.gr,7,146.97.38.49,4.824,4.640,4.584
13 Apr,13:00:01,www.ntua.gr,8,146.97.33.5,5.170,5.123,5.079
13 Apr,13:00:01,www.ntua.gr,14,62.40.124.43,50.429,50.456,50.429
13 Apr,13:00:01,www.ntua.gr,15,62.217.100.72,59.894,59.920,60.005
13 Apr,13:00:01,www.ntua.gr,16,62.217.96.169,61.953,61.495,61.324
13 Apr,13:00:01,www.harenet.ad.jp,1,192.168.25.1,1.264,1.202,1.134
13 Apr,13:00:01,www.harenet.ad.jp,2,139.222.0.1,7.723,4.693,10.615
13 Apr,13:00:01,www.harenet.ad.jp,3,10.0.0.1,19.836,29.821,26.762
13 Apr,13:00:01,www.harenet.ad.jp,4,193.62.92.125,1.788,1.745,1.697
13 Apr,13:00:01,www.harenet.ad.jp,5,10.11.1.0,1.944,1.961,1.916
13 Apr,13:00:01,www.harenet.ad.jp,6,146.97.141.116,4.435,4.477,4.404
13 Apr,13:00:01,www.harenet.ad.jp,7,146.97.38.49,4.691,4.698,4.635
13 Apr,13:00:01,www.harenet.ad.jp,8,146.97.33.61,4.590,4.443,4.568
13 Apr,13:00:01,www.harenet.ad.jp,9,146.97.35.194,4.519,4.806,4.559
13 Apr,13:00:01,www.harenet.ad.jp,11,62.115.142.244,6.296,6.308,8.028
13 Apr,13:00:01,www.harenet.ad.jp,12,62.115.138.216,4.927,5.077,4.781
13 Apr,13:00:01,www.harenet.ad.jp,13,62.115.133.239,11.623,12.106,12.178
13 Apr,13:00:01,www.harenet.ad.jp,14,62.115.124.57,21.324,16.653,21.172
13 Apr,13:00:01,www.harenet.ad.jp,16,62.115.138.201,236.853,235.803,236.008
13 Apr,13:00:01,www.harenet.ad.jp,17,62.115.140.25,225.227,159.192,224.550
13 Apr,13:00:01,www.harenet.ad.jp,18,62.115.140.15,237.177,237.137,237.172
13 Apr,13:00:01,www.harenet.ad.jp,22,211.125.119.102,243.196,251.430,243.465
13 Apr,16:00:02,www.washington.edu,1,192.168.25.1,0.538,0.520,0.448
13 Apr,16:00:02,www.washington.edu,2,139.222.0.1,5.973,8.921,11.722
13 Apr,16:00:02,www.washington.edu,3,10.0.0.1,4.109,7.263,10.283
13 Apr,16:00:02,www.washington.edu,4,193.62.92.125,1.419,1.355,1.674
13 Apr,16:00:02,www.washington.edu,5,10.11.1.0,1.468,2.125,1.478
13 Apr,16:00:02,www.washington.edu,6,146.97.141.116,4.455,4.272,4.247
13 Apr,16:00:02,www.washington.edu,7,146.97.38.49,4.479,4.459,4.497
13 Apr,16:00:02,www.washington.edu,9,72.14.205.74,4.612,4.558,4.655
13 Apr,16:00:02,www.bijt.net,1,192.168.25.1,0.522,0.470,0.412
13 Apr,16:00:02,www.bijt.net,2,139.222.0.1,4.268,7.073,9.886
13 Apr,16:00:02,www.bijt.net,3,10.0.0.1,4.365,7.541,10.261
13 Apr,16:00:02,www.bijt.net,4,193.62.92.125,1.587,1.549,1.513
13 Apr,16:00:02,www.bijt.net,5,10.11.1.0,1.787,1.739,1.690
13 Apr,16:00:02,www.bijt.net,6,146.97.141.116,4.397,4.442,4.247
13 Apr,16:00:02,www.bijt.net,7,146.97.38.49,4.553,4.813,4.762
13 Apr,16:00:02,www.bijt.net,8,146.97.33.61,4.908,4.728,4.657
13 Apr,16:00:02,www.bijt.net,9,146.97.35.194,4.606,4.523,4.480
13 Apr,16:00:02,www.bijt.net,10,212.187.216.237,4.863,4.939,4.845
13 Apr,16:00:02,www.bijt.net,14,154.54.72.182,5.910,5.731,5.777
13 Apr,16:00:02,www.bijt.net,15,154.54.94.45,78.817,79.386,75.584
13 Apr,16:00:02,www.bijt.net,16,154.54.169.226,82.296,81.964,78.915
13 Apr,16:00:02,www.bijt.net,17,154.54.169.185,87.134,82.557,82.447
13 Apr,16:00:02,www.bijt.net,18,154.54.7.129,89.090,93.404,88.922
13 Apr,16:00:02,www.bijt.net,19,154.54.165.133,104.893,105.068,104.810
13 Apr,16:00:02,www.bijt.net,20,154.54.7.233,116.246,116.228,116.260
13 Apr,16:00:02,www.bijt.net,21,154.54.165.26,138.125,138.044,137.800
13 Apr,16:00:02,www.bijt.net,22,154.54.166.70,136.745,137.264,136.556
13 Apr,16:00:02,www.bijt.net,23,154.54.45.162,143.729,143.750,139.348
13 Apr,16:00:02,www.bijt.net,24,154.54.27.118,143.241,142.706,138.219
13 Apr,16:00:02,www.bijt.net,25,154.54.86.41,140.123,140.451,140.279
13 Apr,16:00:02,www.bijt.net,26,38.104.84.15,141.743,146.639,146.329
13 Apr,16:00:02,www.bijt.net,27,104.171.226.68,146.087,142.016,146.181
13 Apr,16:00:02,www.bijt.net,28,172.80.0.167,145.693,145.650,145.761
13 Apr,16:00:02,www.ntua.gr,1,192.168.25.1,1.126,1.056,1.014
13 Apr,16:00:02,www.ntua.gr,2,139.222.0.1,14.846,8.765,4.555
13 Apr,16:00:02,www.ntua.gr,3,10.0.0.1,7.700,10.713,4.589
13 Apr,16:00:02,www.ntua.gr,4,193.62.92.125,1.700,1.648,1.604
13 Apr,16:00:02,www.ntua.gr,5,10.11.1.0,1.811,1.762,1.704
13 Apr,16:00:02,www.ntua.gr,6,146.97.141.116,4.647,4.333,4.287
13 Apr,16:00:02,www.ntua.gr,7,146.97.38.49,4.715,8.213,8.168
13 Apr,16:00:02,www.ntua.gr,8,146.97.33.5,7.747,7.602,7.628
13 Apr,16:00:02,www.ntua.gr,14,62.40.124.43,52.315,53.367,50.789
13 Apr,16:00:02,www.ntua.gr,15,62.217.100.72,61.856,59.839,59.818
13 Apr,16:00:02,www.ntua.gr,16,62.217.96.169,61.275,62.433,62.671
13 Apr,16:00:02,www.harenet.ad.jp,1,192.168.25.1,0.925,0.839,0.759
13 Apr,16:00:02,www.harenet.ad.jp,2,139.222.0.1,7.112,4.197,9.990
13 Apr,16:00:02,www.harenet.ad.jp,3,10.0.0.1,4.024,6.982,10.075
13 Apr,16:00:02,www.harenet.ad.jp,4,193.62.92.125,1.425,1.374,1.274
13 Apr,16:00:02,www.harenet.ad.jp,5,10.11.1.0,1.431,1.380,1.327
13 Apr,16:00:02,www.harenet.ad.jp,6,146.97.141.116,4.350,4.475,4.361
13 Apr,16:00:02,www.harenet.ad.jp,7,146.97.38.49,7.974,7.161,7.059
13 Apr,16:00:02,www.harenet.ad.jp,8,146.97.33.61,4.577,4.615,4.563
13 Apr,16:00:02,www.harenet.ad.jp,9,146.97.35.194,4.677,4.976,4.909
13 Apr,16:00:02,www.harenet.ad.jp,11,62.115.142.244,6.438,6.329,6.495
13 Apr,16:00:02,www.harenet.ad.jp,12,62.115.138.216,4.940,5.183,4.939
13 Apr,16:00:02,www.harenet.ad.jp,14,62.115.124.55,22.054,21.589,23.905
13 Apr,16:00:02,www.harenet.ad.jp,15,62.115.141.187,166.359,159.656,161.536
13 Apr,16:00:02,www.harenet.ad.jp,18,213.248.82.234,236.639,237.542,238.028
13 Apr,16:00:02,www.harenet.ad.jp,20,211.125.119.102,254.638,244.449,251.312
13 Apr,16:00:02,www.harenet.ad.jp,23,103.14.13.3,253.029,245.568,252.450
13 Apr,20:00:02,www.washington.edu,1,192.168.25.1,0.586,0.528,0.476
13 Apr,20:00:02,www.washington.edu,3,10.0.0.1,4.258,7.676,13.276
13 Apr,20:00:02,www.washington.edu,4,193.62.92.125,1.300,1.245,1.195
13 Apr,20:00:02,www.washington.edu,5,10.11.1.0,1.615,1.570,1.526
13 Apr,20:00:02,www.washington.edu,6,146.97.141.116,4.164,4.401,4.347
13 Apr,20:00:02,www.washington.edu,7,146.97.38.49,4.521,4.656,4.595
13 Apr,20:00:02,www.washington.edu,8,146.97.33.61,4.673,4.837,4.782
13 Apr,20:00:02,www.washington.edu,9,72.14.205.74,4.555,4.708,4.511
13 Apr,20:00:02,www.bijt.net,1,192.168.25.1,0.376,0.393,0.429
13 Apr,20:00:02,www.bijt.net,2,139.222.0.1,22.407,11.833,25.261
13 Apr,20:00:02,www.bijt.net,3,10.0.0.1,4.281,7.084,10.068
13 Apr,20:00:02,www.bijt.net,4,193.62.92.125,1.324,1.275,1.236
13 Apr,20:00:02,www.bijt.net,5,10.11.1.0,1.505,1.323,1.427
13 Apr,20:00:02,www.bijt.net,6,146.97.141.116,4.183,4.140,4.090
13 Apr,20:00:02,www.bijt.net,7,146.97.38.49,4.496,4.407,4.337
13 Apr,20:00:02,www.bijt.net,8,146.97.33.61,4.459,4.572,4.532
13 Apr,20:00:02,www.bijt.net,9,146.97.35.194,4.485,4.705,4.410
13 Apr,20:00:02,www.bijt.net,10,212.187.216.237,4.963,4.914,4.821
13 Apr,20:00:02,www.bijt.net,14,154.54.72.182,5.858,5.788,5.645
13 Apr,20:00:02,www.bijt.net,15,154.54.167.29,79.551,78.682,78.781
13 Apr,20:00:02,www.bijt.net,16,154.54.169.226,82.567,88.628,82.333
13 Apr,20:00:02,www.bijt.net,17,154.54.169.197,82.480,87.433,87.371
13 Apr,20:00:02,www.bijt.net,18,154.54.7.129,90.713,93.114,88.716
13 Apr,20:00:02,www.bijt.net,19,154.54.166.73,104.296,104.588,104.525
13 Apr,20:00:02,www.bijt.net,20,154.54.7.233,116.421,112.132,115.857
13 Apr,20:00:02,www.bijt.net,21,154.54.165.30,137.951,134.097,133.614
13 Apr,20:00:02,www.bijt.net,22,154.54.166.70,137.029,132.508,136.872
13 Apr,20:00:02,www.bijt.net,23,154.54.44.86,142.643,143.721,139.348
13 Apr,20:00:02,www.bijt.net,24,154.54.27.118,142.765,143.014,143.030
13 Apr,20:00:02,www.bijt.net,25,154.54.86.41,140.311,135.832,135.889
13 Apr,20:00:02,www.bijt.net,26,38.104.84.15,146.484,146.474,146.440
13 Apr,20:00:02,www.bijt.net,27,104.171.226.68,141.719,153.733,154.982
13 Apr,20:00:02,www.bijt.net,28,172.80.0.167,141.251,147.727,141.250
13 Apr,20:00:02,www.ntua.gr,1,192.168.25.1,0.569,0.520,0.315
13 Apr,20:00:02,www.ntua.gr,2,139.222.0.1,4.094,6.926,9.827
13 Apr,20:00:02,www.ntua.gr,3,10.0.0.1,4.469,7.885,10.563
13 Apr,20:00:02,www.ntua.gr,4,193.62.92.125,1.549,1.487,1.425
13 Apr,20:00:02,www.ntua.gr,5,10.11.1.0,1.807,1.732,2.018
13 Apr,20:00:02,www.ntua.gr,6,146.97.141.116,4.780,4.381,4.488
13 Apr,20:00:02,www.ntua.gr,7,146.97.38.49,4.607,4.660,4.587
13 Apr,20:00:02,www.ntua.gr,8,146.97.33.5,4.964,5.289,5.230
13 Apr,20:00:02,www.ntua.gr,14,62.40.124.43,50.523,50.543,50.589
13 Apr,20:00:02,www.ntua.gr,15,62.217.100.72,60.114,60.326,60.124
13 Apr,20:00:02,www.ntua.gr,16,62.217.96.169,61.503,60.946,61.086
13 Apr,20:00:02,www.harenet.ad.jp,1,192.168.25.1,1.339,1.257,1.189
13 Apr,20:00:02,www.harenet.ad.jp,2,139.222.0.1,4.682,7.632,11.590
13 Apr,20:00:02,www.harenet.ad.jp,3,10.0.0.1,7.606,4.106,10.261
13 Apr,20:00:02,www.harenet.ad.jp,4,193.62.92.125,1.217,1.141,1.164
13 Apr,20:00:02,www.harenet.ad.jp,5,10.11.1.0,1.329,1.395,1.324
13 Apr,20:00:02,www.harenet.ad.jp,6,146.97.141.116,4.286,4.380,4.309
13 Apr,20:00:02,www.harenet.ad.jp,7,146.97.38.49,4.491,5.408,4.828
13 Apr,20:00:02,www.harenet.ad.jp,8,146.97.33.61,4.965,4.904,4.844
13 Apr,20:00:02,www.harenet.ad.jp,9,146.97.35.194,4.603,4.748,4.695
13 Apr,20:00:02,www.harenet.ad.jp,11,62.115.142.244,7.910,8.496,8.444
13 Apr,20:00:02,www.harenet.ad.jp,12,62.115.139.142,5.411,5.236,5.178
13 Apr,20:00:02,www.harenet.ad.jp,13,62.115.135.25,12.381,12.251,12.205
13 Apr,20:00:02,www.harenet.ad.jp,14,62.115.138.227,28.432,55.079,53.867
13 Apr,20:00:02,www.harenet.ad.jp,15,62.115.140.39,161.233,160.206,160.161
13 Apr,20:00:02,www.harenet.ad.jp,16,62.115.140.15,247.118,157.054,240.140
13 Apr,20:00:02,www.harenet.ad.jp,17,62.115.140.25,224.799,225.120,224.917
13 Apr,20:00:02,www.harenet.ad.jp,18,213.248.82.234,236.756,236.937,232.520
13 Apr,20:00:02,www.harenet.ad.jp,21,211.125.114.70,243.290,335.387,244.793
13 Apr,20:00:02,www.harenet.ad.jp,22,211.125.114.65,247.556,246.614,254.978
14 Apr,06:00:02,www.washington.edu,1,192.168.25.1,0.631,0.542,0.461
14 Apr,06:00:02,www.washington.edu,2,139.222.0.1,4.476,7.247,10.153
14 Apr,06:00:02,www.washington.edu,3,10.0.0.1,4.633,7.766,10.262
14 Apr,06:00:02,www.washington.edu,4,193.62.92.125,1.335,1.276,1.214
14 Apr,06:00:02,www.washington.edu,5,10.11.1.0,1.566,1.515,1.453
14 Apr,06:00:02,www.washington.edu,6,146.97.141.116,4.317,4.426,4.369
14 Apr,06:00:02,www.washington.edu,7,146.97.38.49,21.577,20.772,20.705
14 Apr,06:00:02,www.washington.edu,8,146.97.33.5,4.976,5.142,5.206
14 Apr,06:00:02,www.washington.edu,11,62.40.125.18,76.759,76.507,78.308
14 Apr,06:00:02,www.washington.edu,12,163.253.1.116,147.301,147.255,149.144
14 Apr,06:00:02,www.washington.edu,13,163.253.1.9,146.353,148.757,148.724
14 Apr,06:00:02,www.washington.edu,14,163.253.1.139,147.099,147.332,147.275
14 Apr,06:00:02,www.washington.edu,15,163.253.2.17,148.213,148.311,148.264
14 Apr,06:00:02,www.washington.edu,16,163.253.2.74,147.719,145.708,146.983
14 Apr,06:00:02,www.washington.edu,17,163.253.1.245,147.491,147.442,146.718
14 Apr,06:00:02,www.washington.edu,18,163.253.1.242,149.072,146.216,145.795
14 Apr,06:00:02,www.washington.edu,19,163.253.1.171,146.988,147.673,147.614
14 Apr,06:00:02,www.washington.edu,20,163.253.1.157,146.846,147.007,146.950
14 Apr,06:00:02,www.washington.edu,21,64.57.28.54,145.260,145.184,145.108
14 Apr,06:00:02,www.washington.edu,25,128.95.0.66,146.462,147.534,146.266
14 Apr,06:00:02,www.bijt.net,1,192.168.25.1,1.025,0.964,0.918
14 Apr,06:00:02,www.bijt.net,2,139.222.0.1,4.628,10.330,7.336
14 Apr,06:00:02,www.bijt.net,3,10.0.0.1,4.483,7.432,10.566
14 Apr,06:00:02,www.bijt.net,4,193.62.92.125,1.967,1.921,1.872
14 Apr,06:00:02,www.bijt.net,5,10.11.1.0,2.139,2.094,2.024
14 Apr,06:00:02,www.bijt.net,6,146.97.141.116,4.404,4.458,4.404
14 Apr,06:00:02,www.bijt.net,7,146.97.38.49,4.673,4.971,4.910
14 Apr,06:00:02,www.bijt.net,8,146.97.33.61,5.786,5.650,4.683
14 Apr,06:00:02,www.bijt.net,9,146.97.35.194,4.996,4.983,4.923
14 Apr,06:00:02,www.bijt.net,10,212.187.216.237,4.851,4.943,4.860
14 Apr,06:00:02,www.bijt.net,14,154.54.72.182,5.791,5.741,5.772
14 Apr,06:00:02,www.bijt.net,15,154.54.95.101,74.889,74.718,74.326
14 Apr,06:00:02,www.bijt.net,16,154.54.30.121,79.321,79.287,79.240
14 Apr,06:00:02,www.bijt.net,17,154.54.169.178,96.027,92.915,95.820
14 Apr,06:00:02,www.bijt.net,18,154.54.40.110,112.320,102.864,111.985
14 Apr,06:00:02,www.bijt.net,19,154.54.40.249,112.531,112.501,112.600
14 Apr,06:00:02,www.bijt.net,20,154.54.165.26,134.703,134.626,134.480
14 Apr,06:00:02,www.bijt.net,21,154.54.166.70,137.743,133.674,133.484
14 Apr,06:00:02,www.bijt.net,22,154.54.44.86,139.532,139.423,140.496
14 Apr,06:00:02,www.bijt.net,23,154.54.27.118,139.584,139.253,139.445
14 Apr,06:00:02,www.bijt.net,24,154.54.86.41,136.751,136.736,136.842
14 Apr,06:00:02,www.bijt.net,25,38.104.84.15,171.444,149.420,145.096
14 Apr,06:00:02,www.bijt.net,26,104.171.226.68,143.338,143.048,142.911
14 Apr,06:00:02,www.bijt.net,27,172.80.0.167,142.305,142.344,142.402
14 Apr,06:00:02,www.ntua.gr,1,192.168.25.1,0.478,0.403,0.375
14 Apr,06:00:02,www.ntua.gr,2,139.222.0.1,3.887,6.923,9.731
14 Apr,06:00:02,www.ntua.gr,3,10.0.0.1,4.118,10.124,7.197
14 Apr,06:00:02,www.ntua.gr,4,193.62.92.125,1.282,1.222,1.176
14 Apr,06:00:02,www.ntua.gr,5,10.11.1.0,1.542,1.495,1.452
14 Apr,06:00:02,www.ntua.gr,6,146.97.141.116,4.130,4.237,4.185
14 Apr,06:00:02,www.ntua.gr,7,146.97.38.49,4.470,4.568,4.513
14 Apr,06:00:02,www.ntua.gr,8,146.97.33.5,5.016,5.278,5.224
14 Apr,06:00:02,www.ntua.gr,14,62.40.124.43,50.628,50.655,50.541
14 Apr,06:00:02,www.ntua.gr,15,62.217.100.72,62.658,64.218,59.918
14 Apr,06:00:02,www.ntua.gr,16,62.217.96.169,61.336,61.266,61.308
14 Apr,06:00:02,www.harenet.ad.jp,1,192.168.25.1,0.765,0.681,0.609
14 Apr,06:00:02,www.harenet.ad.jp,2,139.222.0.1,6.377,12.294,9.422
14 Apr,06:00:02,www.harenet.ad.jp,3,10.0.0.1,4.450,7.519,16.194
14 Apr,06:00:02,www.harenet.ad.jp,4,193.62.92.125,1.582,1.517,1.456
14 Apr,06:00:02,www.harenet.ad.jp,5,10.11.1.0,1.575,1.590,1.511
14 Apr,06:00:02,www.harenet.ad.jp,6,146.97.141.116,4.428,4.847,4.747
14 Apr,06:00:02,www.harenet.ad.jp,7,146.97.38.49,4.833,4.676,4.595
14 Apr,06:00:02,www.harenet.ad.jp,8,146.97.33.61,33.271,33.111,33.020
14 Apr,06:00:02,www.harenet.ad.jp,9,146.97.35.194,4.808,4.764,5.079
14 Apr,06:00:02,www.harenet.ad.jp,11,62.115.142.244,7.864,7.189,7.114
14 Apr,06:00:02,www.harenet.ad.jp,12,62.115.139.142,5.121,5.006,5.844
14 Apr,06:00:02,www.harenet.ad.jp,13,62.115.135.25,12.516,11.382,11.500
14 Apr,06:00:02,www.harenet.ad.jp,14,62.115.124.57,21.226,23.422,26.169
14 Apr,06:00:02,www.harenet.ad.jp,15,62.115.140.55,160.415,158.442,324.202
14 Apr,06:00:02,www.harenet.ad.jp,16,62.115.141.122,226.007,233.277,226.585
14 Apr,06:00:02,www.harenet.ad.jp,17,62.115.140.25,224.820,225.583,159.007
14 Apr,06:00:02,www.harenet.ad.jp,18,213.248.82.234,236.964,236.945,164.301
14 Apr,13:00:02,www.washington.edu,1,192.168.25.1,0.937,0.868,0.821
14 Apr,13:00:02,www.washington.edu,2,139.222.0.1,4.524,7.488,10.379
14 Apr,13:00:02,www.washington.edu,3,10.0.0.1,4.619,7.774,11.111
14 Apr,13:00:02,www.washington.edu,4,193.62.92.125,1.515,1.471,1.412
